route_id,service_id,trip_id,direction_id,shape_id,trip_headsign,wheelchair_accessible
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0087,0,S10012,A4 - Deux-Montagnes,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0088,0,S10012,A4 - Deux-Montagnes,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0089,0,S10012,A4 - Deux-Montagnes,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0090,0,S10013,A4 - Deux-Montagnes,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0091,0,S10013,A4 - Deux-Montagnes,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0092,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0093,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0094,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0095,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0096,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0097,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0098,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0099,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0100,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0101,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0102,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0103,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0104,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0105,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0106,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0107,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0108,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0109,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0110,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0111,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0112,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0113,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0114,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0115,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0116,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0117,0,S20036,Côte-de-Liesse,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0118,1,S20028,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0119,1,S20028,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0120,1,S20028,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0121,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0122,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0123,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0124,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0125,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0126,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0127,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0128,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0129,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0130,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0131,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0132,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0133,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0134,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0135,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0136,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0137,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0138,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0139,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0140,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0141,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0142,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0143,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0144,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0145,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0146,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0147,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0148,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0149,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0150,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0151,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0152,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0153,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0154,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0155,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0156,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0157,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0158,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0159,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0160,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0161,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0162,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0163,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0164,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0165,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0166,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0167,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0168,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0169,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0170,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0171,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0172,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0173,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0174,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0175,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0176,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0177,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0178,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0179,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0180,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0181,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0182,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0183,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0184,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0185,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0186,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0187,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0188,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0189,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0190,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0191,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0192,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0193,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0194,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0195,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0196,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0197,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0198,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0199,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0200,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0201,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0202,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0203,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0204,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0205,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0206,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0207,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0208,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0209,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0210,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0211,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0212,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0213,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0214,1,S10008,A1 - Brossard,1
S1,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0215,1,S10008,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0216,1,S20037,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0217,1,S20037,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0218,1,S20037,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0219,1,S20035,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0220,1,S20035,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0221,1,S20035,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0222,1,S20035,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0223,1,S20035,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0224,1,S20035,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0225,1,S20035,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0226,1,S20035,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0227,1,S20035,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0228,1,S20035,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0229,1,S20035,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0230,1,S20035,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0231,1,S20035,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0232,1,S20035,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0233,1,S20035,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0234,1,S20035,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0235,1,S20037,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0236,1,S20037,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0237,1,S20037,A1 - Brossard,1
S2,RIV-DEM-12A117.xml,RIV-DEM-12A117.xml_0238,1,S20037,A1 - Brossard,1
